SmartScore,Ticker,Price,Market Capitalization,Sector,Industry
6,ATS,33.39,3303254546,Producer Manufacturing,Industrial Machinery
1,SEDG,57.55,3297539612,Producer Manufacturing,Electrical Products
5,PAM,49.49,3292662473,Utilities,Electric Utilities
7,SBSW,4.66,3277060707,Non-Energy Minerals,Precious Metals
,GRP.U,51.7075,3275225897,Finance,Real Estate Investment Trusts
7,PRKS,51.62,3263561522,Consumer Services,Movies/Entertainment
8,JWN,19.98,3261899251,Retail Trade,Department Stores
8,MEOH,48.4,3261554483,Process Industries,Chemicals: Specialty
,NEA,10.9,3259500000,Miscellaneous,Investment Trusts/Mutual Funds
7,WD,96.37,3249415005,Finance,Finance/Rental/Leasing
4,XENE,42.93,3239647792,Health Technology,Pharmaceuticals: Major
5,NVST,18.83,3236090756,Health Technology,Medical Specialties
9,QFIN,19.91,3226842319,Finance,Finance/Rental/Leasing
5,SXT,76.13,3223639445,Consumer Non-Durables,Food: Specialty/Candy
5,TFPM,16,3217269888,Non-Energy Minerals,Precious Metals
5,DV,18.78,3216148477,Technology Services,Packaged Software
7,VC,116.52,3215550356,Producer Manufacturing,Auto Parts: OEM
,DNP,8.85,3213440000,Miscellaneous,Investment Trusts/Mutual Funds
9,PRMW,20.11,3212220467,Consumer Non-Durables,Beverages: Non-Alcoholic
3,TNL,44.91,3200445326,Consumer Services,Hotels/Resorts/Cruise lines
9,HTGC,19.7,3194890970,Finance,Investment Managers
,HCXY,24.87,3194890970,Finance,Investment Managers
6,WDFC,235.17,3187173642,Process Industries,Industrial Specialties
6,TDC,32.7,3184980124,Technology Services,Packaged Software
4,JJSF,164.29,3183915177,Consumer Non-Durables,Food: Specialty/Candy
6,HI,45.31,3180555237,Producer Manufacturing,Industrial Conglomerates
5,SHC,11.215,3174639074,Health Technology,Medical Specialties
2,FTRE,35.5,3173700054,Commercial Services,Miscellaneous Commercial Services
8,RNG,34.38,3168948649,Technology Services,Packaged Software
8,EVH,27.27,3168753997,Commercial Services,Miscellaneous Commercial Services
8,AROC,20.16,3150734874,Industrial Services,Oilfield Services/Equipment
8,MCY,56.86,3148402377,Finance,Property/Casualty Insurance
10,LRN,72.77,3147661563,Consumer Services,Other Consumer Services
7,VTMX,35.5,3141236869,Finance,Real Estate Development
,FULTP,18.7214,3140856516,Finance,Major Banks
6,FULT,17.32,3140856516,Finance,Major Banks
,UCBIO,23.5001,3140162281,Finance,Regional Banks
6,UCBI,26.37,3140162281,Finance,Regional Banks
8,BOOT,103.6,3139179663,Retail Trade,Apparel/Footwear Retail
8,EPR/PG,19.52,3133603926,Finance,Real Estate Investment Trusts
8,EPR/PE,27.65,3133603926,Finance,Real Estate Investment Trusts
8,EPR/PC,19.22,3133603926,Finance,Real Estate Investment Trusts
8,EPR,41.41,3133603926,Finance,Real Estate Investment Trusts
4,SWTX,42.26,3130891907,Health Technology,Biotechnology
3,NWE,51.06,3129283660,Utilities,Electric Utilities
6,ARWR,25.22,3124680026,Health Technology,Biotechnology
5,HAYW,14.51,3117594525,Consumer Durables,Recreational Products
5,PYCR,17.5,3115525780,Technology Services,Packaged Software
5,HGTY,9.24,3110745133,Finance,Property/Casualty Insurance
4,IOSP,125.09,3110736601,Process Industries,Chemicals: Major Diversified
3,BXMT,17.9,3107154073,Finance,Real Estate Investment Trusts
3,NPO,147.28,3105660171,Producer Manufacturing,Industrial Machinery
8,PRCT,60.36,3103961869,Health Technology,Medical Specialties
8,VSH,22.57,3103499385,Electronic Technology,Electronic Production Equipment
7,PGNY,32.16,3103420602,Commercial Services,Miscellaneous Commercial Services
6,SKYW,77.06,3102394806,Transportation,Airlines
6,CVCO,371.51,3100852023,Consumer Durables,Homebuilding
5,IDYA,41.41,3096003133,Health Technology,Pharmaceuticals: Major
9,KRP,16.4,3088284114,Miscellaneous,Investment Trusts/Mutual Funds
1,BAK,7.75,3082810586,Process Industries,Chemicals: Specialty
9,EGO,15.09,3077814952,Non-Energy Minerals,Precious Metals
2,REZI,21.06,3075116299,Distribution Services,Electronics Distributors
5,AMED,94.08,3074240919,Health Services,Medical/Nursing Services
1,IRTC,98.76,3071918331,Health Technology,Medical Specialties
9,DOCN,33.67,3070424243,Technology Services,Packaged Software
,UZF,17.43,3069334661,Communications,Wireless Telecommunications
,UZE,17.39,3069334661,Communications,Wireless Telecommunications
,UZD,19.19,3069334661,Communications,Wireless Telecommunications
8,USM,35.99,3069334661,Communications,Wireless Telecommunications
9,HL/PB,52.21,3069327992,Non-Energy Minerals,Precious Metals
9,HL,4.91,3069327992,Non-Energy Minerals,Precious Metals
5,WOLF,24.37,3067082075,Electronic Technology,Semiconductors
N/A,IMCR,61.32,3049176782,Health Technology,Biotechnology
6,SKT,27.88,3048751250,Finance,Real Estate Investment Trusts
8,BTE,3.71,3048506988,Energy Minerals,Integrated Oil
7,IIPR/PA,26.8,3037724009,Finance,Real Estate Investment Trusts
7,IIPR,107.7,3037724009,Finance,Real Estate Investment Trusts
7,TXG,25.36,3035805834,Health Technology,Biotechnology
2,BANF,91.91,3029967553,Finance,Regional Banks
8,TROX,19.19,3028921504,Process Industries,Chemicals: Specialty
6,MQ,5.84,3025594548,Commercial Services,Miscellaneous Commercial Services
3,GEF.B,64.65,3019819055,Process Industries,Containers/Packaging
5,GEF,63.62,3019819055,Process Industries,Containers/Packaging
4,AZTA,54.07,3015220925,Health Services,Medical/Nursing Services
7,AUB/PA,22.73,3012400030,Finance,Regional Banks
7,AUB,33.79,3012400030,Finance,Regional Banks
8,GDRX,7.61,3012379160,Technology Services,Internet Software/Services
7,STRA,122.37,3011273534,Consumer Services,Other Consumer Services
7,FBP,18.06,3009633765,Finance,Regional Banks
4,CCOI,63.4,3006768242,Communications,Major Telecommunications
6,INSW,61.29,3006168585,Transportation,Marine Shipping
8,FOLD,10.14,3003228713,Health Technology,Pharmaceuticals: Major
8,MODG,16.35,3001827737,Consumer Durables,Recreational Products
6,CNO/PA,20.17,2992297114,Finance,Multi-Line Insurance
6,CNO,27.64,2992297114,Finance,Multi-Line Insurance
3,SHOO,40.76,2990893620,Consumer Non-Durables,Apparel/Footwear
5,RIOT,10.35,2988924266,Technology Services,Information Technology Services
7,YETI,34.81,2966571833,Producer Manufacturing,Miscellaneous Manufacturing
6,CWT,51.34,2965095740,Utilities,Water Utilities
9,HBM,8.44,2962718859,Non-Energy Minerals,Other Metals/Minerals
7,CRK,10.13,2960009034,Energy Minerals,Oil & Gas Production
9,KTOS,19.84,2959415931,Electronic Technology,Aerospace & Defense
10,MWA,18.92,2954874663,Producer Manufacturing,Industrial Machinery
4,CVI,29.39,2954594317,Energy Minerals,Oil Refining/Marketing
9,SBLK,26.05,2954196554,Transportation,Marine Shipping
4,ACVA,17.32,2951560390,Retail Trade,Internet Retail
5,UNF,164.27,2947051861,Consumer Services,Other Consumer Services
9,BRC,60.95,2945810394,Producer Manufacturing,Miscellaneous Manufacturing
7,OR,15.87,2945643019,Non-Energy Minerals,Precious Metals
4,WOR,58.7,2943591058,Producer Manufacturing,Industrial Machinery
6,AVA,37.61,2940681851,Utilities,Electric Utilities
6,GOGL,14.72,2938528569,Transportation,Marine Shipping
N/A,IBTA,96.74,2936920000,Technology Services,Packaged Software
3,INST,20.11,2934609282,Technology Services,Packaged Software
3,PLXS,107.04,2931588323,Electronic Technology,Electronic Production Equipment
7,JBT,91.78,2921481294,Producer Manufacturing,Industrial Machinery
N/A,OLK,23.47,2918323436,Health Technology,Biotechnology
1,DOOR,132.62,2914751174,Producer Manufacturing,Building Products
1,FIBK,27.86,2913264991,Finance,Regional Banks
7,SITC/PA,21.9368,2906362857,Finance,Real Estate Investment Trusts
7,SITC,13.87,2906362857,Finance,Real Estate Investment Trusts
7,NOMD,17.85,2904537376,Consumer Non-Durables,Food: Specialty/Candy
5,GNW,6.62,2897715449,Finance,Multi-Line Insurance
6,ARCH,159.93,2897361172,Energy Minerals,Coal
7,MGEE,80.09,2896719676,Utilities,Electric Utilities
2,AI,24.43,2896147162,Technology Services,Packaged Software
8,APGE,51.26,2891573033,Health Technology,Biotechnology
5,CSTM,20,2886031799,Commercial Services,Miscellaneous Commercial Services
4,LTH,14.64,2879767773,Consumer Services,Other Consumer Services
3,NYCB/PA,17.57,2879270658,Finance,Savings Banks
3,NYCB,3.58,2879270658,Finance,Savings Banks
,BHFAP,22.94,2878115802,Finance,Life/Health Insurance
,BHFAO,24.02,2878115802,Finance,Life/Health Insurance
,BHFAN,18.97,2878115802,Finance,Life/Health Insurance
,BHFAM,16.02,2878115802,Finance,Life/Health Insurance
,BHFAL,22.76,2878115802,Finance,Life/Health Insurance
1,BHF,45.77,2878115802,Finance,Life/Health Insurance
5,PLTK,7.75,2876242874,Technology Services,Packaged Software
9,ARLP,22.445,2874351129,Energy Minerals,Coal
9,CAAP,17.84,2871732885,Transportation,Other Transportation
4,UAA,6.64,2871184003,Consumer Non-Durables,Apparel/Footwear
8,UA,6.55,2871184003,Consumer Non-Durables,Apparel/Footwear
9,JANX,55.37,2870971535,Health Technology,Biotechnology
7,LITE,42.59,2870566075,Producer Manufacturing,Electrical Products
1,PSNYW,0.142101,2861139982,Consumer Durables,Motor Vehicles
4,PSNY,1.34,2861139982,Consumer Durables,Motor Vehicles
1,RELY,14.86,2860261967,Commercial Services,Miscellaneous Commercial Services
8,QDEL,42.68,2853136464,Health Technology,Medical Specialties
7,NHI,65.64,2850406407,Finance,Real Estate Investment Trusts
7,AWR,76.52,2848753913,Utilities,Water Utilities
7,GBDC,16.6,2847187556,Finance,Investment Managers
8,TBBB,25.36,2845411193,Retail Trade,Food Retail
7,UEC,7.04,2845148481,Non-Energy Minerals,Other Metals/Minerals
7,ABM,44.93,2843686433,Commercial Services,Miscellaneous Commercial Services
5,ICFI,151.5,2838591565,Commercial Services,Miscellaneous Commercial Services
1,TR,29.29,2836517085,Consumer Non-Durables,Food: Specialty/Candy
4,KOS,6.01,2834006547,Energy Minerals,Integrated Oil
5,DORM,91.23,2830498171,Consumer Durables,Automotive Aftermarket
4,ACAD,17.13,2829935666,Health Technology,Pharmaceuticals: Major
5,BNL,15.01,2828334691,Finance,Real Estate Investment Trusts
2,FHB,22.12,2827863017,Finance,Regional Banks
,TCBIO,19.5999,2827178425,Finance,Major Banks
3,TCBI,60.6,2827178425,Finance,Major Banks
10,CRDO,17.31,2826560262,Technology Services,Information Technology Services
7,LU,4.5,2824576068,Technology Services,Packaged Software
7,ESE,109.44,2823362861,Electronic Technology,Electronic Equipment/Instruments
7,NEP,30.13,2818337851,Utilities,Alternative Power Generation
6,LCII,111.2,2816422733,Producer Manufacturing,Miscellaneous Manufacturing
2,CALM,57.38,2813819038,Process Industries,Agricultural Commodities/Milling
7,BTU,21.92,2813727817,Energy Minerals,Coal
6,AVAL,2.42,2811915415,Finance,Major Banks
5,FTDR,36.12,2809787151,Consumer Durables,Homebuilding
9,GBTG,5.93,2802635585,Consumer Services,Other Consumer Services
4,DFH,29.88,2800599494,Consumer Durables,Homebuilding
6,HIW,26.41,2799349365,Finance,Real Estate Investment Trusts
2,GPOR,154.4,2797995126,Energy Minerals,Oil & Gas Production
5,SLVM,67.24,2787881571,Process Industries,Pulp & Paper
7,ROAD,52.72,2785058727,Industrial Services,Engineering & Construction
6,ACLX,52.25,2784419091,Health Technology,Biotechnology
4,WSFS,46.26,2779936421,Finance,Savings Banks
5,ENOV,50.67,2779295325,Producer Manufacturing,Industrial Machinery
8,SRAD,9.26,2760973473,Technology Services,Packaged Software
9,DBRG/PJ,23.38,2748379816,Finance,Real Estate Investment Trusts
9,DBRG/PI,22.92,2748379816,Finance,Real Estate Investment Trusts
9,DBRG/PH,22.98,2748379816,Finance,Real Estate Investment Trusts
9,DBRG,14.77,2748379816,Finance,Real Estate Investment Trusts
8,AIN,87.89,2742168048,Process Industries,Textiles
4,FHI,32.48,2733860743,Finance,Investment Managers
9,MRUS,47.09,2725488424,Health Technology,Biotechnology
7,HUBG,43.36,2724189887,Transportation,Air Freight/Couriers
8,MLTX,42.63,2722774101,Health Technology,Pharmaceuticals: Major
6,TNDM,42.15,2722448506,Health Technology,Medical Specialties
6,QS,5.44,2717455584,Producer Manufacturing,Electrical Products
8,CLDX,41.21,2716173513,Health Services,Medical/Nursing Services
9,GLNG,25.9,2708282726,Transportation,Marine Shipping
7,GVA,61.34,2708226853,Industrial Services,Engineering & Construction
2,MGRC,110.17,2704534894,Finance,Finance/Rental/Leasing
4,CATY,37.17,2701133773,Finance,Regional Banks
9,MOR,17.96,2699664118,Health Technology,Biotechnology
9,DNLI,18.9,2693997167,Health Technology,Biotechnology
9,NMIH,33.42,2682795758,Finance,Property/Casualty Insurance
4,ARCB,114.39,2680345357,Transportation,Trucking
6,BBAR,11.18,2677601726,Finance,Major Banks
6,KLIC,48.21,2673904159,Producer Manufacturing,Industrial Machinery
4,MPW,4.46,2671985914,Finance,Real Estate Investment Trusts
7,IDCC,105.77,2669158382,Technology Services,Packaged Software
5,LFST,6.98,2668028323,Health Services,Medical/Nursing Services
1,BE,11.8,2664173420,Producer Manufacturing,Electrical Products
5,YELP,39.23,2661386371,Technology Services,Internet Software/Services
7,KSS,23.94,2655108287,Retail Trade,Department Stores
9,INTA,36.15,2653261510,Technology Services,Packaged Software
6,IFS,22.95,2649524674,Finance,Investment Managers
4,TGTX,17.12,2645775232,Health Technology,Pharmaceuticals: Major
10,CORT,25.4,2644446880,Health Technology,Pharmaceuticals: Major
8,SMTC,40.85,2638557039,Electronic Technology,Semiconductors
5,SG,23.25,2633802403,Consumer Services,Restaurants
7,CCS,82.84,2633546129,Consumer Durables,Homebuilding
9,SIMO,78.72,2630742540,Electronic Technology,Semiconductors
3,PSMT,85.76,2628968344,Retail Trade,Specialty Stores
7,SVV,16.24,2627147310,Retail Trade,Specialty Stores
,NAD,11.22,2618800000,Miscellaneous,Investment Trusts/Mutual Funds
5,CERT,16.35,2613634979,Technology Services,Packaged Software
4,UTZ,18.55,2612266100,Consumer Non-Durables,Food: Specialty/Candy
7,NEOG,12.05,2610123520,Health Technology,Medical Specialties
4,MYRG,155.65,2609542116,Industrial Services,Engineering & Construction
4,RUM,6.73,2608440348,Technology Services,Internet Software/Services
9,C/PN,29.03,2608055200,Finance,Finance/Rental/Leasing
10,HIMS,12.15,2607983421,Health Services,Medical/Nursing Services
3,USAC,25.18,2593588251,Industrial Services,Oilfield Services/Equipment
,AKO.B,18.74,2593311426,Consumer Non-Durables,Beverages: Non-Alcoholic
4,AKO.A,13.8942,2593311426,Consumer Non-Durables,Beverages: Non-Alcoholic
9,ALKT,26.57,2590986478,Technology Services,Packaged Software
2,PRFT,73.55,2585747345,Commercial Services,Personnel Services
5,MP,15.64,2585555094,Non-Energy Minerals,Other Metals/Minerals
4,TGNA,14.68,2585243119,Consumer Services,Broadcasting
3,BHC,7.03,2578580856,Health Technology,Pharmaceuticals: Other
10,EAT,57.88,2575111152,Consumer Services,Restaurants
5,ADNT,28.56,2565363079,Producer Manufacturing,Auto Parts: OEM
7,PATK,114.55,2563893341,Consumer Durables,Homebuilding
4,PRIM,47.8,2562979200,Industrial Services,Engineering & Construction
,NVG,12,2562260000,Miscellaneous,Investment Trusts/Mutual Funds
9,SPB,84.52,2558555914,Consumer Durables,Electronics/Appliances
5,MTX,79.31,2557601595,Process Industries,Chemicals: Specialty
5,RUN,11.51,2551321973,Electronic Technology,Semiconductors
8,AIR,71.99,2550393640,Electronic Technology,Aerospace & Defense
5,FISK,9.15,2550282676,Finance,Real Estate Investment Trusts
2,LXP/PC,45.2442,2549193871,Finance,Real Estate Investment Trusts
2,LXP,8.64,2549193871,Finance,Real Estate Investment Trusts
8,ABR/PF,19.5479,2544947960,Finance,Real Estate Investment Trusts
8,ABR/PE,18.33,2544947960,Finance,Real Estate Investment Trusts
8,ABR/PD,18.59,2544947960,Finance,Real Estate Investment Trusts
8,ABR,13.5,2544947960,Finance,Real Estate Investment Trusts
3,RLX,2,2543203488,Producer Manufacturing,Industrial Conglomerates
,CSQ,16.03,2542150000,Miscellaneous,Investment Trusts/Mutual Funds
6,CEIX,85.71,2537733351,Energy Minerals,Coal
3,CRI,69.39,2532634920,Retail Trade,Apparel/Footwear Retail
6,LAUR,16.32,2532216940,Commercial Services,Miscellaneous Commercial Services
5,JAMF,19.71,2529450685,Technology Services,Packaged Software
1,TRIP,18.16,2528171117,Consumer Services,Other Consumer Services
1,MANU,15.48,2525700454,Consumer Services,Movies/Entertainment
5,AMK,33.86,2519158006,Finance,Financial Conglomerates
N/A,ATAT,18.3,2517992720,Consumer Services,Hotels/Resorts/Cruise lines
6,AY,21.66,2516005170,Utilities,Alternative Power Generation
7,ZD,54.48,2509972951,Technology Services,Internet Software/Services
5,TRN,30.67,2509905167,Producer Manufacturing,Trucks/Construction/Farm Machinery
6,KGS,27.98,2509506801,Industrial Services,Oilfield Services/Equipment
,EXG,8.21,2508540000,Miscellaneous,Investment Trusts/Mutual Funds
7,YOU,17.18,2505874032,Technology Services,Packaged Software
9,ATMU,30.06,2505679106,Producer Manufacturing,Auto Parts: OEM
5,GRBK/PA,22.09,2503086829,Consumer Durables,Homebuilding
5,GRBK,55.71,2503086829,Consumer Durables,Homebuilding
7,CBU,46.92,2502174858,Finance,Major Banks
10,RNA,26.06,2491982677,Health Technology,Biotechnology
9,AESI,22.68,2491409246,Industrial Services,Oilfield Services/Equipment
4,MCW,7.77,2482586368,Consumer Services,Other Consumer Services
5,OGCP,9.01,2473634836,Finance,Real Estate Investment Trusts
5,ESBA,9.25,2473634836,Finance,Real Estate Investment Trusts
4,VERA,44.94,2467961668,Health Technology,Biotechnology
4,CPK,110.53,2458008584,Utilities,Gas Distributors
5,SNEX,77.89,2457429718,Finance,Investment Banks/Brokers
4,ICUI,100.6,2451127191,Health Technology,Medical Specialties
8,TGLS,51.91,2439599101,Producer Manufacturing,Building Products
7,OUT,14.7,2438520827,Finance,Real Estate Investment Trusts
6,GSAT,1.28,2431999946,Communications,Wireless Telecommunications
5,NARI,41.82,2431337863,Health Technology,Medical Specialties
8,ATGE,64.5,2425617199,Consumer Services,Other Consumer Services
,ADX,19.55,2424470000,Miscellaneous,Investment Trusts/Mutual Funds
,BATRK,39.13,2415463581,Consumer Services,Movies/Entertainment
8,BATRA,42.29,2415463581,Consumer Services,Movies/Entertainment
9,TWST,41.4,2410556561,Health Technology,Biotechnology
4,AMBP,4.03,2408467739,Process Industries,Containers/Packaging
1,EVTC,37.38,2407624617,Finance,Regional Banks
7,RXO,20.47,2406096681,Technology Services,Packaged Software
7,EBC,13.62,2405720805,Finance,Regional Banks
5,INDV,17.78,2405411380,Health Technology,Pharmaceuticals: Major
8,PAY,19.36,2405083116,Commercial Services,Miscellaneous Commercial Services
3,AVDX,11.6,2394605694,Technology Services,Packaged Software
1,CVBF,17.18,2394446814,Finance,Regional Banks
2,PTCT,31.14,2388337837,Health Technology,Pharmaceuticals: Major
6,PENN,15.66,2387305279,Consumer Services,Movies/Entertainment
6,PJT,99.34,2382719383,Finance,Investment Banks/Brokers
,CENTA,35.94,2375529518,Consumer Non-Durables,Consumer Sundries
6,CENT,41.73,2375529518,Consumer Non-Durables,Consumer Sundries
8,RYTM,38.92,2373065617,Health Technology,Biotechnology
7,OII,23.37,2369466363,Producer Manufacturing,Industrial Machinery
1,RPD,38,2366205223,Technology Services,Information Technology Services
4,KYMR,38.5,2362293053,Health Technology,Biotechnology
6,LGF.B,9.77,2360579814,Consumer Services,Movies/Entertainment
6,LGF.A,10.52,2360579814,Consumer Services,Movies/Entertainment
7,CCU,12.71,2358396400,Consumer Non-Durables,Beverages: Alcoholic
2,BANC/PF,23.24,2357282831,Finance,Regional Banks
2,BANC,14.91,2357282831,Finance,Regional Banks
6,FA,16.23,2356529018,Commercial Services,Miscellaneous Commercial Services
,WAFDP,15.86,2353702812,Finance,Major Banks
7,WAFD,28.91,2353702812,Finance,Major Banks
6,ARCO,11.17,2353016012,Consumer Services,Restaurants
5,HELE,98.7,2350049698,Consumer Durables,Home Furnishings
7,BOH/PA,16.04,2349990985,Finance,Regional Banks
7,BOH,59.2,2349990985,Finance,Regional Banks
1,PINC,19.61,2349628675,Health Services,Hospital/Nursing Management
8,TALO,12.8,2347937144,Energy Minerals,Oil & Gas Production
6,WB,9.44,2344522253,Technology Services,Internet Software/Services
2,NABL,12.67,2340947230,Technology Services,Packaged Software
4,WERN,36.86,2339456055,Transportation,Trucking
,NZF,12.07,2338550000,Miscellaneous,Investment Trusts/Mutual Funds
2,ALG,193.99,2338101312,Producer Manufacturing,Trucks/Construction/Farm Machinery
2,CWK,10.18,2331700364,Finance,Real Estate Development
6,DEI,13.93,2331490865,Finance,Real Estate Investment Trusts
5,NPWR,10.89,2330066585,Producer Manufacturing,Electrical Products
7,WNS,49.74,2328325183,Commercial Services,Miscellaneous Commercial Services
9,CARG,22.15,2324651620,Technology Services,Internet Software/Services
4,APPN,32.1,2318952054,Technology Services,Packaged Software
5,PDCO,25.87,2317745189,Distribution Services,Medical Distributors
7,PTVE,12.93,2316402768,Process Industries,Containers/Packaging
2,LGIH,98.02,2310080580,Consumer Durables,Homebuilding
9,VCEL,47.69,2307264015,Health Technology,Pharmaceuticals: Major
,JPC,7.22,2306670000,Miscellaneous,Investment Trusts/Mutual Funds
6,MIR,10.1,2296427373,Electronic Technology,Aerospace & Defense
6,OSIS,134.26,2288958669,Electronic Technology,Aerospace & Defense
8,AMN,60.29,2284300012,Commercial Services,Personnel Services
8,CLBT,11.07,2272638371,Technology Services,Packaged Software
8,GH,18.64,2271940490,Health Services,Medical/Nursing Services
3,MTRN,109.48,2269618354,Electronic Technology,Electronic Equipment/Instruments
9,GERN,3.81,2259835052,Health Technology,Biotechnology
10,RXST,60.66,2256329897,Electronic Technology,Electronic Components
3,FL,23.84,2252750694,Retail Trade,Apparel/Footwear Retail
10,TAC,7.32,2251063065,Utilities,Electric Utilities
N/A,UTF,23.33,2248260000,Miscellaneous,Investment Trusts/Mutual Funds
3,RNW,6.02,2245686689,Utilities,Alternative Power Generation
5,SFNC,17.91,2244618911,Finance,Major Banks
6,GSHD,59,2241772941,Finance,Insurance Brokers/Services
6,PPBI,23.24,2241068292,Finance,Regional Banks
8,AZZ,75.42,2240111814,Process Industries,Industrial Specialties
4,PRVA,18.86,2236208107,Finance,Life/Health Insurance
7,MRVI,8.87,2233011831,Health Technology,Biotechnology
8,ROCK,73.12,2227946629,Producer Manufacturing,Metal Fabrication
5,PRK,137.89,2226857686,Finance,Major Banks
4,SEMR,15.38,2223431310,Technology Services,Packaged Software
4,CABO,395.42,2221894830,Consumer Services,Cable/Satellite TV
3,NTLA,23,2218087944,Health Technology,Biotechnology
7,FFBC,23.33,2218084008,Finance,Regional Banks
4,SITM,96.92,2216709437,Electronic Technology,Semiconductors
4,FIHL,18.82,2214565986,Finance,Multi-Line Insurance
7,FCPT,24.06,2213194310,Finance,Real Estate Investment Trusts
7,VECO,39.29,2212520575,Electronic Technology,Electronic Production Equipment
9,ARVN,32.37,2211142933,Health Technology,Biotechnology
5,PRGS,51.1,2208444141,Technology Services,Packaged Software
6,ROG,118.28,2206703415,Process Industries,Chemicals: Specialty
5,AGYS,80.59,2205244549,Technology Services,Packaged Software
1,VSAT,17.59,2204387671,Electronic Technology,Telecommunications Equipment
7,INTR,5.46,2195960404,Finance,Major Banks
7,ERO,21.35,2193922765,Non-Energy Minerals,Other Metals/Minerals
10,PAYO,5.88,2191547353,Commercial Services,Miscellaneous Commercial Services
2,XPRO,19.8,2188641177,Energy Minerals,Oil & Gas Production
10,TNK,63.54,2176731708,Transportation,Marine Shipping
7,INDB,51.22,2169767013,Finance,Regional Banks
5,PSEC/PA,17.46,2167383006,Finance,Investment Managers
5,PSEC,5.22,2167383006,Finance,Investment Managers
,UTG,27.38,2164050000,Miscellaneous,Investment Trusts/Mutual Funds
N/A,CTRI,24.96,2162970000,Utilities,Gas Distributors
N/A,CGON,32.43,2161010000,Health Technology,Biotechnology
4,CMPR,84.83,2159000467,Commercial Services,Commercial Printing/Forms
8,PLUS,79.89,2153427461,Technology Services,Packaged Software
3,MYGN,23.95,2152503578,Health Technology,Medical Specialties
8,HNI,45.35,2144921859,Producer Manufacturing,Office Equipment/Supplies
6,DNUT,12.71,2144176968,Distribution Services,Food Distributors
5,FLYW,17.24,2140093695,Finance,Regional Banks
8,CNMD,69.4,2137571883,Health Technology,Medical Specialties
8,RAMP,32.26,2135087054,Technology Services,Packaged Software
5,ENLT,18.09,2134462307,Utilities,Alternative Power Generation
3,AGL,5.19,2133386206,Health Services,Medical/Nursing Services
7,TIXT,7.77,2127661507,Technology Services,Information Technology Services
,WLYB,38.85,2127348231,Consumer Services,Publishing: Books/Magazines
2,WLY,38.87,2127348231,Consumer Services,Publishing: Books/Magazines
5,USLM,372,2123805159,Non-Energy Minerals,Construction Materials
,ETY,13.49,2122330000,Miscellaneous,Investment Trusts/Mutual Funds
3,BBUC,21.46,2122148563,Industrial Services,Engineering & Construction
4,PLAY,52.63,2120960092,Consumer Services,Movies/Entertainment
7,BKU,28.37,2120849334,Finance,Regional Banks
4,GTX,9.38,2119788138,Producer Manufacturing,Auto Parts: OEM
10,PLMR,84.76,2112497650,Finance,Property/Casualty Insurance
10,CNK,17.37,2112011977,Consumer Services,Movies/Entertainment
7,SIX,25.06,2111925375,Consumer Services,Movies/Entertainment
4,SPNT/PB,25.36,2108865085,Finance,Property/Casualty Insurance
4,SPNT,12.37,2108865085,Finance,Property/Casualty Insurance
8,ENR,29.29,2102504610,Consumer Non-Durables,Household/Personal Care
8,SANA,9.49,2100359111,Health Technology,Biotechnology
5,SHO/PI,19.8999,2097846284,Finance,Real Estate Investment Trusts
5,SHO/PH,21.1,2097846284,Finance,Real Estate Investment Trusts
5,SHO,10.3,2097846284,Finance,Real Estate Investment Trusts
8,KROS,58.24,2095628307,Health Technology,Pharmaceuticals: Major
6,FUN,40.84,2093146287,Consumer Services,Movies/Entertainment
N/A,BWLP,15.92,2092562454,Transportation,Marine Shipping
4,GO,20.88,2089817708,Retail Trade,Food Retail
,FRMEP,25.52,2088572442,Finance,Major Banks
5,FRME,35.65,2088572442,Finance,Major Banks
6,OI,13.4,2086670857,Process Industries,Containers/Packaging
4,DCPH,25.37,2086072862,Health Technology,Biotechnology
7,SONO,16.84,2085516178,Consumer Durables,Electronics/Appliances
3,RCKT,22.98,2085420582,Health Technology,Biotechnology
8,MBC,16.4,2085229322,Consumer Durables,Home Furnishings
9,DYN,25.69,2083616979,Health Technology,Biotechnology
3,BLMN,23.89,2080115910,Consumer Services,Restaurants
5,LSPD,13.57,2079611852,Technology Services,Packaged Software
2,VZIO,10.48,2078256008,Technology Services,Internet Software/Services
10,ODD,36.49,2075065082,Technology Services,Packaged Software
6,VSTO,35.67,2074101047,Consumer Durables,Recreational Products
1,TDOC,12.2,2068975584,Health Services,Medical/Nursing Services
4,SBCF,24.29,2062891966,Finance,Regional Banks
8,AMPH,42.21,2062631126,Health Technology,Pharmaceuticals: Major
8,SXI,173.34,2054615123,Electronic Technology,Electronic Equipment/Instruments
5,TNC,108.01,2052995962,Producer Manufacturing,Industrial Machinery
8,AG,7.11,2042173530,Non-Energy Minerals,Precious Metals
8,RXRX,8.59,2040315746,Health Technology,Biotechnology
7,MSDL,22.93,2038350754,Finance,Financial Conglomerates
,MBINO,24.6,2038304695,Finance,Regional Banks
,MBINN,20.12,2038304695,Finance,Regional Banks
,MBINM,26,2038304695,Finance,Regional Banks
7,MBIN,47.04,2038304695,Finance,Regional Banks
8,CDE,5.1,2036534645,Non-Energy Minerals,Precious Metals
5,EPAC,37.53,2036135291,Producer Manufacturing,Industrial Machinery
1,EQC/PD,24.85,2035416435,Finance,Real Estate Investment Trusts
1,EQC,18.97,2035416435,Finance,Real Estate Investment Trusts
